brokerageSlabCode, clientID, brokerageType, slabType, segment, TradingAmount,tradePrice, quantity, brokerageOfferper, brokerageOfferAmt, perAmount, amtAmount
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19250.0,38.5,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,4278.4,38.2,112,0.0,0.01,0.0,1.12
B101,121226,R,T,CASH,14821.6,38.2,388,0.0,0.01,0.0,3.88
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,7334.4,38.2,192,0.0,0.01,0.0,1.92
B101,121226,R,T,CASH,11765.6,38.2,308,0.0,0.01,0.0,3.08
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19100.0,38.2,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,7043.4,38.7,182,0.0,0.01,0.0,1.82
B101,121226,R,T,CASH,8514.0,38.7,220,0.0,0.01,0.0,2.2
B101,121226,R,T,CASH,3792.6,38.7,98,0.0,0.01,0.0,0.98
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19350.0,38.7,500,0.0,0.01,0.0,5.0
B101,121226,R,T,CASH,19078.5,39.5,483,0.0,0.01,0.0,4.83
B101,121226,R,T,CASH,3950.0,39.5,100,0.0,0.01,0.0,1.0
B101,121226,R,T,CASH,36221.5,39.5,917,0.0,0.01,0.0,9.17
B101,121226,R,T,CASH,59250.0,39.5,1500,0.0,0.01,0.0,15.0
B101,121226,R,T,CASH,10112.0,39.5,256,0.0,0.01,0.0,2.56
B101,121226,R,T,CASH,49138.0,39.5,1244,0.0,0.01,0.0,12.44
B101,121226,R,T,CASH,59250.0,39.5,1500,0.0,0.01,0.0,15.0
B101,121226,R,T,CASH,59250.0,39.5,1500,0.0,0.01,0.0,15.0
B101,121226,R,T,CASH,41751.5,39.5,1057,0.0,0.01,0.0,10.57
B101,121226,R,T,CASH,17498.5,39.5,443,0.0,0.01,0.0,4.43
B101,121226,R,T,CASH,54786.5,39.5,1387,0.0,0.01,0.0,13.870000000000001
B101,121226,R,T,CASH,4463.5,39.5,113,0.0,0.01,0.0,1.1300000000000001
B101,121226,R,T,CASH,59250.0,39.5,1500,0.0,0.01,0.0,15.0
B101,121226,R,T,CASH,108269.5,39.5,2741,0.0,0.01,0.0,27.41
B101,121226,R,T,CASH,197.5,39.5,5,0.0,0.01,0.0,0.05
B101,121226,R,T,CASH,10033.0,39.5,254,0.0,0.01,0.0,2.54
B101,121226,R,T,CASH,28240.2,324.6,87,0.01,0.0,2.82402,0.0
B101,121226,R,T,CASH,32460.0,324.6,100,0.01,0.0,3.2460000000000004,0.0
B101,121226,R,T,CASH,2597.2,324.65,8,0.01,0.0,0.25971999999999995,0.0
B101,121226,R,T,CASH,99018.25,324.65,305,0.01,0.0,9.901825,0.0
B101,121226,R,T,CASH,28864.0,328.0,88,0.01,0.0,2.8864,0.0
B101,121226,R,T,CASH,328.0,328.0,1,0.01,0.0,0.0328,0.0
B101,121226,R,T,CASH,16400.0,328.0,50,0.01,0.0,1.64,0.0
B101,121226,R,T,CASH,3280.0,328.0,10,0.01,0.0,0.32799999999999996,0.0
B101,121226,R,T,CASH,3280.0,328.0,10,0.01,0.0,0.32799999999999996,0.0
B101,121226,R,T,CASH,4920.0,328.0,15,0.01,0.0,0.49200000000000005,0.0
B101,121226,R,T,CASH,3280.0,328.0,10,0.01,0.0,0.32799999999999996,0.0
B101,121226,R,T,CASH,295200.0,328.0,900,0.01,0.0,29.52,0.0
B101,121226,R,T,CASH,24600.0,328.0,75,0.01,0.0,2.46,0.0
B101,121226,R,T,CASH,1640.0,328.0,5,0.01,0.0,0.16399999999999998,0.0
B101,121226,R,T,CASH,1640.0,328.0,5,0.01,0.0,0.16399999999999998,0.0
B101,121226,R,T,CASH,65600.0,328.0,200,0.01,0.0,6.56,0.0
B101,121226,R,T,CASH,206968.0,328.0,631,0.01,0.0,20.6968,0.0
B101,121226,R,T,CASH,65600.0,328.0,200,0.01,0.0,6.56,0.0
B101,121226,R,T,CASH,65600.0,328.0,200,0.01,0.0,6.56,0.0
B101,121226,R,T,CASH,80360.0,328.0,245,0.01,0.0,8.036,0.0
B101,121226,R,T,CASH,4264.0,328.0,13,0.01,0.0,0.4264,0.0
B101,121226,R,T,CASH,65600.0,328.0,200,0.01,0.0,6.56,0.0
B101,121226,R,T,CASH,52808.0,328.0,161,0.01,0.0,5.2808,0.0
B101,121226,R,T,CASH,9184.0,328.0,28,0.01,0.0,0.9184,0.0
B101,121226,R,T,CASH,54120.0,328.0,165,0.01,0.0,5.412000000000001,0.0
B101,121226,R,T,CASH,328.0,328.0,1,0.01,0.0,0.0328,0.0
B101,121226,R,T,CASH,82000.0,328.0,250,0.01,0.0,8.2,0.0
B101,121226,R,T,CASH,4920.0,328.0,15,0.01,0.0,0.49200000000000005,0.0
B101,121226,R,T,CASH,32800.0,328.0,100,0.01,0.0,3.28,0.0
B101,121226,R,T,CASH,22960.0,328.0,70,0.01,0.0,2.296,0.0
B101,121226,R,T,CASH,4920.0,328.0,15,0.01,0.0,0.49200000000000005,0.0
B101,121226,R,T,CASH,4592.0,328.0,14,0.01,0.0,0.4592,0.0
B101,121226,R,T,CASH,26568.0,328.0,81,0.01,0.0,2.6568,0.0
B101,121226,R,T,CASH,656.0,328.0,2,0.01,0.0,0.0656,0.0
B101,121226,R,T,CASH,8200.0,328.0,25,0.01,0.0,0.82,0.0
B101,121226,R,T,CASH,25584.0,328.0,78,0.01,0.0,2.5584000000000002,0.0
B101,121226,R,T,CASH,44936.0,328.0,137,0.01,0.0,4.4936,0.0
B101,121226,R,T,CASH,161903.0,320.6,505,0.01,0.0,16.1903,0.0
B101,121226,R,T,CASH,36233.45,320.65,113,0.01,0.0,3.623345,0.0
B101,121226,R,T,CASH,316802.2,320.65,988,0.01,0.0,31.680220000000006,0.0
B101,121226,R,T,CASH,9941.7,320.7,31,0.01,0.0,0.9941700000000001,0.0
B101,121226,R,T,CASH,116414.1,320.7,363,0.01,0.0,11.64141,0.0
B101,121226,R,T,CASH,64600.0,323.0,200,0.01,0.0,6.46,0.0
B101,121226,R,T,CASH,107882.0,323.0,334,0.01,0.0,10.7882,0.0
B101,121226,R,T,CASH,90440.0,323.0,280,0.01,0.0,9.044,0.0
B101,121226,R,T,CASH,6460.0,323.0,20,0.01,0.0,0.6459999999999999,0.0
B101,121226,R,T,CASH,114019.0,323.0,353,0.01,0.0,11.401900000000001,0.0
B101,121226,R,T,CASH,90440.0,323.0,280,0.01,0.0,9.044,0.0
B101,121226,R,T,CASH,64600.0,323.0,200,0.01,0.0,6.46,0.0
B101,121226,R,T,CASH,107559.0,323.0,333,0.01,0.0,10.755899999999999,0.0
B101,121226,R,T,CASH,37089.9,325.35,114,0.01,0.0,3.70899,0.0
B101,121226,R,T,CASH,65070.0,325.35,200,0.01,0.0,6.507000000000001,0.0
B101,121226,R,T,CASH,60515.1,325.35,186,0.01,0.0,6.0515099999999995,0.0
B101,121226,R,T,CASH,29169.0,324.1,90,0.01,0.0,2.9169,0.0
B101,121226,R,T,CASH,24303.75,324.05,75,0.01,0.0,2.4303749999999997,0.0
B101,121226,R,T,CASH,324.0,324.0,1,0.01,0.0,0.032400000000000005,0.0
B101,121226,R,T,CASH,81000.0,324.0,250,0.01,0.0,8.1,0.0
B101,121226,R,T,CASH,6480.0,324.0,20,0.01,0.0,0.648,0.0
B101,121226,R,T,CASH,1620.0,324.0,5,0.01,0.0,0.162,0.0
B101,121226,R,T,CASH,6480.0,324.0,20,0.01,0.0,0.648,0.0
B101,121226,R,T,CASH,16200.0,324.0,50,0.01,0.0,1.62,0.0
B101,121226,R,T,CASH,25920.0,324.0,80,0.01,0.0,2.592,0.0
B101,121226,R,T,CASH,6480.0,324.0,20,0.01,0.0,0.648,0.0
B101,121226,R,T,CASH,8100.0,324.0,25,0.01,0.0,0.81,0.0
B101,121226,R,T,CASH,8100.0,324.0,25,0.01,0.0,0.81,0.0
B101,121226,R,T,CASH,6480.0,324.0,20,0.01,0.0,0.648,0.0
B101,121226,R,T,CASH,3240.0,324.0,10,0.01,0.0,0.324,0.0
B101,121226,R,T,CASH,40500.0,324.0,125,0.01,0.0,4.05,0.0
B101,121226,R,T,CASH,324.0,324.0,1,0.01,0.0,0.032400000000000005,0.0
B101,121226,R,T,CASH,16200.0,324.0,50,0.01,0.0,1.62,0.0
B101,121226,R,T,CASH,64800.0,324.0,200,0.01,0.0,6.48,0.0
B101,121226,R,T,CASH,324.0,324.0,1,0.01,0.0,0.032400000000000005,0.0
B101,121226,R,T,CASH,3240.0,324.0,10,0.01,0.0,0.324,0.0
B101,121226,R,T,CASH,3240.0,324.0,10,0.01,0.0,0.324,0.0
B101,121226,R,T,CASH,1620.0,324.0,5,0.01,0.0,0.162,0.0
B101,121226,R,T,CASH,32400.0,324.0,100,0.01,0.0,3.24,0.0
B101,121226,R,T,CASH,32400.0,324.0,100,0.01,0.0,3.24,0.0
B101,121226,R,T,CASH,3240.0,324.0,10,0.01,0.0,0.324,0.0
B101,121226,R,T,CASH,93636.0,324.0,289,0.01,0.0,9.3636,0.0
B101,121226,R,T,CASH,35964.0,324.0,111,0.01,0.0,3.5964,0.0
B101,121226,R,T,CASH,96228.0,324.0,297,0.01,0.0,9.6228,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,65124.0,324.0,201,0.01,0.0,6.5124,0.0
B101,121226,R,T,CASH,61884.0,324.0,191,0.01,0.0,6.188400000000001,0.0
B303,122410,R,T,CASH,50493.1,476.35,106,0.03,0.0,15.147929999999999,0.0
B303,122410,R,T,CASH,68594.4,476.35,144,0.03,0.0,20.578319999999998,0.0
B303,122410,R,T,CASH,119262.5,477.05,250,0.03,0.0,35.77875,0.0
B303,122621,R,T,CASH,216.05,216.05,1,0.03,0.0,0.06481500000000001,0.0
B303,122621,R,T,CASH,216.05,216.05,1,0.03,0.0,0.06481500000000001,0.0
B303,123095,R,T,CASH,64307.25,476.35,135,0.03,0.0,19.292175,0.0
B303,123095,R,T,CASH,20008.8,476.4,42,0.03,0.0,6.00264,0.0
B303,123095,R,T,CASH,34780.85,476.45,73,0.03,0.0,10.434254999999999,0.0
B303,123095,R,T,CASH,119262.5,477.05,250,0.03,0.0,35.77875,0.0
B303,123095,R,T,CASH,42465.0,447.0,95,0.03,0.0,12.7395,0.0
B303,123095,R,T,CASH,2235.0,447.0,5,0.03,0.0,0.6705,0.0
B303,123095,R,T,CASH,25462.0,439.0,58,0.03,0.0,7.6386,0.0
B303,123095,R,T,CASH,18438.0,439.0,42,0.03,0.0,5.5314,0.0
B303,123095,R,T,CASH,88040.0,440.2,200,0.03,0.0,26.412,0.0
B202,123258,R,T,CASH,14085.0,46.95,300,0.0,0.02,0.0,6.0
B202,123258,R,T,CASH,13995.0,46.65,300,0.0,0.02,0.0,6.0
OS101,126612,R,T,CASH,50338.8,4194.9,12,0.01,0.0,5.03388,0.0
OS101,126612,R,T,CASH,54535.0,4195.0,13,0.01,0.0,5.4535,0.0
OS101,126612,R,T,CASH,105300.0,4212.0,25,0.01,0.0,10.53,0.0
OS101,126612,R,T,CASH,16888.4,4222.1,4,0.01,0.0,1.6888400000000001,0.0
OS101,126612,R,T,CASH,88664.1,4222.1,21,0.01,0.0,8.86641,0.0
OS101,126612,R,T,CASH,105552.5,4222.1,25,0.01,0.0,10.555250000000001,0.0
OS101,126612,R,T,CASH,211362.5,4227.25,50,0.01,0.0,21.13625,0.0
OS101,126612,R,T,CASH,8442.1,4221.05,2,0.01,0.0,0.84421,0.0
OS101,126612,R,T,CASH,97093.35,4221.45,23,0.01,0.0,9.709335000000001,0.0
OS101,126612,R,T,CASH,105243.75,4209.75,25,0.01,0.0,10.524375,0.0
OS101,126612,R,T,CASH,105950.0,4238.0,25,0.01,0.0,10.595,0.0
OS101,126612,R,T,CASH,4232.8,4232.8,1,0.01,0.0,0.42328000000000005,0.0
OS101,126612,R,T,CASH,8465.6,4232.8,2,0.01,0.0,0.8465600000000001,0.0
OS101,126612,R,T,CASH,93121.6,4232.8,22,0.01,0.0,9.31216,0.0
OS101,126612,R,T,CASH,105810.0,4232.4,25,0.01,0.0,10.581,0.0
OS101,126612,R,T,CASH,72014.55,4236.15,17,0.01,0.0,7.201455000000001,0.0
OS101,126612,R,T,CASH,33889.2,4236.15,8,0.01,0.0,3.38892,0.0
OS101,126612,R,T,CASH,47317.45,1278.85,37,0.01,0.0,4.731745,0.0
OS101,126612,R,T,CASH,16625.05,1278.85,13,0.01,0.0,1.662505,0.0
OS101,126612,R,T,CASH,14067.35,1278.85,11,0.01,0.0,1.4067350000000003,0.0
OS101,126612,R,T,CASH,49881.0,1279.0,39,0.01,0.0,4.9881,0.0
OS101,126612,R,T,CASH,15344.4,1278.7,12,0.01,0.0,1.5344399999999998,0.0
OS101,126612,R,T,CASH,49869.3,1278.7,39,0.01,0.0,4.98693,0.0
OS101,126612,R,T,CASH,33246.2,1278.7,26,0.01,0.0,3.32462,0.0
OS101,126612,R,T,CASH,29410.1,1278.7,23,0.01,0.0,2.94101,0.0
OS101,126612,R,T,CASH,5115.2,1278.8,4,0.01,0.0,0.51152,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,8951.6,1278.8,7,0.01,0.0,0.8951600000000001,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,7672.8,1278.8,6,0.01,0.0,0.7672800000000001,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,26854.8,1278.8,21,0.01,0.0,2.68548,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,23018.4,1278.8,18,0.01,0.0,2.3018400000000003,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,8951.6,1278.8,7,0.01,0.0,0.8951600000000001,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,7672.8,1278.8,6,0.01,0.0,0.7672800000000001,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,26854.8,1278.8,21,0.01,0.0,2.68548,0.0
OS101,126612,R,T,CASH,17903.2,1278.8,14,0.01,0.0,1.7903200000000001,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,6394.0,1278.8,5,0.01,0.0,0.6394000000000001,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,7672.8,1278.8,6,0.01,0.0,0.7672800000000001,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,3836.4,1278.8,3,0.01,0.0,0.38364000000000004,0.0
OS101,126612,R,T,CASH,26854.8,1278.8,21,0.01,0.0,2.68548,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,2557.6,1278.8,2,0.01,0.0,0.25576,0.0
OS101,126612,R,T,CASH,1278.8,1278.8,1,0.01,0.0,0.12788,0.0
OS101,126612,R,T,CASH,6394.0,1278.8,5,0.01,0.0,0.6394000000000001,0.0
OS101,126612,R,T,CASH,42688.8,1524.6,28,0.01,0.0,4.26888,0.0
OS101,126612,R,T,CASH,1524.6,1524.6,1,0.01,0.0,0.15245999999999998,0.0
OS101,126612,R,T,CASH,32016.6,1524.6,21,0.01,0.0,3.20166,0.0
OS101,126612,R,T,CASH,10644.9,1520.7,7,0.01,0.0,1.06449,0.0
OS101,126612,R,T,CASH,1520.7,1520.7,1,0.01,0.0,0.15207,0.0
OS101,126612,R,T,CASH,63869.4,1520.7,42,0.01,0.0,6.386940000000001,0.0
OS101,126612,R,T,CASH,7832.0,1566.4,5,0.01,0.0,0.7832000000000001,0.0
OS101,126612,R,T,CASH,6263.6,1565.9,4,0.01,0.0,0.62636,0.0
OS101,126612,R,T,CASH,1565.9,1565.9,1,0.01,0.0,0.15659,0.0
OS101,126612,R,T,CASH,31503.0,1575.15,20,0.01,0.0,3.1503,0.0
OS101,126612,R,T,CASH,126012.0,1575.15,80,0.01,0.0,12.6012,0.0
OS101,126612,R,T,CASH,7899.75,1579.95,5,0.01,0.0,0.789975,0.0
OS101,126612,R,T,CASH,15795.5,1579.55,10,0.01,0.0,1.5795500000000002,0.0
OS101,126612,R,T,CASH,38975.0,1559.0,25,0.01,0.0,3.8975,0.0
OS101,126612,R,T,CASH,62620.0,1565.5,40,0.01,0.0,6.2620000000000005,0.0
OS101,126612,R,T,CASH,14089.5,1565.5,9,0.01,0.0,1.4089500000000001,0.0
OS101,126612,R,T,CASH,78275.0,1565.5,50,0.01,0.0,7.8275,0.0
OS101,126612,R,T,CASH,1565.5,1565.5,1,0.01,0.0,0.15655000000000002,0.0
OS101,126612,R,T,CASH,112100.0,22420.0,5,0.01,0.0,11.21,0.0
OS101,126612,R,T,CASH,111400.0,22280.0,5,0.01,0.0,11.14,0.0
OS101,126612,R,T,CASH,41062.2,20531.1,2,0.01,0.0,4.1062199999999995,0.0
OS101,126612,R,T,CASH,61596.3,20532.1,3,0.01,0.0,6.159630000000001,0.0
OS101,126612,R,T,CASH,103220.0,20644.0,5,0.01,0.0,10.322000000000001,0.0
OS101,126612,R,T,CASH,107916.75,21583.35,5,0.01,0.0,10.791675,0.0
OS101,126612,R,T,CASH,107755.0,21551.0,5,0.01,0.0,10.7755,0.0
OS101,126612,R,T,CASH,108700.0,21740.0,5,0.01,0.0,10.87,0.0
OS101,126612,R,T,CASH,108312.25,21662.45,5,0.01,0.0,10.831225,0.0
OS101,126612,R,T,CASH,14972.5,598.9,25,0.01,0.0,1.49725,0.0
OS101,126612,R,T,CASH,3135.5,627.1,5,0.01,0.0,0.31355,0.0
OS101,126612,R,T,CASH,15222.5,608.9,25,0.01,0.0,1.5222499999999999,0.0
OS101,126612,R,T,CASH,3163.25,632.65,5,0.01,0.0,0.316325,0.0
OS101,126612,R,T,CASH,64962.0,1443.6,45,0.01,0.0,6.4962,0.0
OS101,126612,R,T,CASH,7218.0,1443.6,5,0.01,0.0,0.7218000000000001,0.0
OS101,126612,R,T,CASH,216540.0,1443.6,150,0.01,0.0,21.654,0.0
OS101,126612,R,T,CASH,286000.0,1430.0,200,0.01,0.0,28.6,0.0
OS101,126612,R,T,CASH,273559.4,1410.1,194,0.01,0.0,27.355940000000004,0.0
OS101,126612,R,T,CASH,152317.8,1410.35,108,0.01,0.0,15.231779999999999,0.0
OS101,126612,R,T,CASH,2820.8,1410.4,2,0.01,0.0,0.28208,0.0
OS101,126612,R,T,CASH,11284.0,1410.5,8,0.01,0.0,1.1284,0.0
OS101,126612,R,T,CASH,124124.0,1410.5,88,0.01,0.0,12.4124,0.0
OS101,126612,R,T,CASH,5738.0,1434.5,4,0.01,0.0,0.5738,0.0
OS101,126612,R,T,CASH,2868.8,1434.4,2,0.01,0.0,0.28688,0.0
OS101,126612,R,T,CASH,144869.35,1434.35,101,0.01,0.0,14.486935,0.0
OS101,126612,R,T,CASH,131955.6,1434.3,92,0.01,0.0,13.19556,0.0
OS101,126612,R,T,CASH,1434.3,1434.3,1,0.01,0.0,0.14343,0.0
OS101,126612,R,T,CASH,7069.75,1413.95,5,0.01,0.0,0.706975,0.0
OS101,126612,R,T,CASH,128669.45,1413.95,91,0.01,0.0,12.866945000000001,0.0
OS101,126612,R,T,CASH,74939.35,1413.95,53,0.01,0.0,7.4939350000000005,0.0
OS101,126612,R,T,CASH,72111.45,1413.95,51,0.01,0.0,7.211145,0.0
OS101,126612,R,T,CASH,170610.0,1410.0,121,0.01,0.0,17.061,0.0
OS101,126612,R,T,CASH,1410.0,1410.0,1,0.01,0.0,0.141,0.0
OS101,126612,R,T,CASH,109980.0,1410.0,78,0.01,0.0,10.998,0.0
OS101,126612,R,T,CASH,280880.0,1404.4,200,0.01,0.0,28.088,0.0
OS101,126612,R,T,CASH,97599.6,1355.55,72,0.01,0.0,9.759960000000001,0.0
OS101,126612,R,T,CASH,37956.8,1355.6,28,0.01,0.0,3.7956800000000004,0.0
OS101,126612,R,T,CASH,4068.0,1356.0,3,0.01,0.0,0.4068,0.0
OS101,126612,R,T,CASH,27120.0,1356.0,20,0.01,0.0,2.7119999999999997,0.0
OS101,126612,R,T,CASH,135600.0,1356.0,100,0.01,0.0,13.56,0.0
OS101,126612,R,T,CASH,1356.0,1356.0,1,0.01,0.0,0.1356,0.0
OS101,126612,R,T,CASH,67800.0,1356.0,50,0.01,0.0,6.78,0.0
OS101,126612,R,T,CASH,35256.0,1356.0,26,0.01,0.0,3.5256,0.0
OS101,126612,R,T,CASH,4050.15,1350.05,3,0.01,0.0,0.405015,0.0
OS101,126612,R,T,CASH,91803.4,1350.05,68,0.01,0.0,9.18034,0.0
OS101,126612,R,T,CASH,120154.45,1350.05,89,0.01,0.0,12.015445,0.0
OS101,126612,R,T,CASH,6750.25,1350.05,5,0.01,0.0,0.675025,0.0
OS101,126612,R,T,CASH,47251.75,1350.05,35,0.01,0.0,4.725175,0.0
OS101,126612,R,T,CASH,134400.0,1344.0,100,0.01,0.0,13.44,0.0
OS101,126612,R,T,CASH,2700.0,1350.0,2,0.01,0.0,0.27,0.0
OS101,126612,R,T,CASH,60750.0,1350.0,45,0.01,0.0,6.075,0.0
OS101,126612,R,T,CASH,87750.0,1350.0,65,0.01,0.0,8.775,0.0
OS101,126612,R,T,CASH,58050.0,1350.0,43,0.01,0.0,5.805,0.0
OS101,126612,R,T,CASH,60750.0,1350.0,45,0.01,0.0,6.075,0.0
OS101,126612,R,T,CASH,2703.2,1351.6,2,0.01,0.0,0.27032,0.0
OS101,126612,R,T,CASH,20273.25,1351.55,15,0.01,0.0,2.0273250000000003,0.0
OS101,126612,R,T,CASH,247324.5,1351.5,183,0.01,0.0,24.73245,0.0
OS101,126612,R,T,CASH,48853.2,740.2,66,0.01,0.0,4.88532,0.0
OS101,126612,R,T,CASH,99193.5,740.25,134,0.01,0.0,9.919350000000001,0.0
OS101,126612,R,T,CASH,49298.6,735.8,67,0.01,0.0,4.92986,0.0
OS101,126612,R,T,CASH,41204.8,735.8,56,0.01,0.0,4.120480000000001,0.0
OS101,126612,R,T,CASH,8093.8,735.8,11,0.01,0.0,0.80938,0.0
OS101,126612,R,T,CASH,166290.8,735.8,226,0.01,0.0,16.62908,0.0
OS101,126612,R,T,CASH,14716.0,735.8,20,0.01,0.0,1.4716,0.0
OS101,126612,R,T,CASH,74315.8,735.8,101,0.01,0.0,7.43158,0.0
OS101,126612,R,T,CASH,13980.2,735.8,19,0.01,0.0,1.3980200000000003,0.0
